datum,titel,ressort,labeltop,shorttext,autor,link
2025-05-07 07:13:00,Bundesregierunghat mit der Arbeit begonnen,inland,Erste Beschlüsse im Kabinett,Heute reist der neue Bundeskanzler nach Frankreich und Polen - nach einer mutmaßlich kurzen Nacht. Denn die konstituierende Sitzung seines Kabinetts dauerte bis zum späten Abend. Klar wurde: Das Digitalministerium wird viel zu sagen haben.mehr,Kein Autor,https://www.tagesschau.de/inland/erste-kabinettssitzung-digitalministerium-102.html
2025-05-07 07:03:00,Feuerpause in der Ukraine - eine Chance auf Frieden?,multimedia,11KM,Die Verhandlungen über eine Waffenruhe in der Ukraine treten auf der Stelle. Zum Weltkriegsgedenken hat Moskau eine dreitägige Feuerpause angekündigt: ein ernsthafter Schritt Richtung Friedensverhandlungen oder eine Nebelkerze Putins?mehr,Kein Autor,https://www.tagesschau.de/multimedia/podcast/11km/podcast-11km-2596.html
2025-05-07 06:48:00,"Merz ist Kanzler,Konklave-Beginnund hybride Dorfläden",multimedia,15 Minuten,"CDU-Chef Merz hat zwei Wahlgänge gebraucht, um Kanzler zu werden. In Rom wird ab heute ein neuer Papst gewählt. Und Dorfläden werden zunehmend technisch ausgebaut. Das sind die Themen bei15 Minuten.mehr",15 Minuten,https://www.tagesschau.de/multimedia/podcast/15-minuten/audio-merz-ist-kanzler--konklave-beginnt-100.html
2025-05-07 06:27:00,Wie Stadtobst auf Dauer gedeiht,wissen,Urban Gardening,"Tiny Forests, Urban Gardening und Stadtobst: Mehr Grün ist in immer mehr Städten populär. Wer aber kümmert sich um die Pflege der Pflanzen? Und kann man überhaupt essen, was zwischen Abgaswolken wächst?Von Simon Schomäcker.mehr",Von Simon Schomäcker.,https://www.tagesschau.de/wissen/klima/obstanbau-in-staedten-100.html
2025-05-07 04:20:00,Viele Fragen an den Neuen aus Deutschland,ausland,Wadephul trifft EU-Amtskollegen,Zusammen mit Merz reist auch der neue Außenminister nach Frankreich und Polen. In Warschau trifft Wadephul seine Amtskollegen aus anderen EU-Staaten. Die werden viele Fragen an ihn haben - gerade mit Blick auf die Ukraine.Von H. Schmidt.mehr,Von H. Schmidt.,https://www.tagesschau.de/ausland/europa/wadephul-eu-ministertreffen-100.html
2025-05-07 02:17:00,USA und China wollen in Genf über Zollstreit reden,wirtschaft,Hochrangige Verhandlungen angekündigt,"Bislang gab es keine Anzeichen, dass sich der Zollstreit zwischen den USA und China entspannen könnte. Doch nun ist zumindest ein hochrangiges Gespräch geplant - bereits am kommenden Wochenende in Genf.mehr",Kein Autor,https://www.tagesschau.de/wirtschaft/weltwirtschaft/handesstreit-usa-china-100.html
2025-05-07 01:11:00,Trump provoziert - Carney reagiert schlagfertig,ausland,Kanadas Premier im Weißen Haus,Die Stimmung war ähnlich kühl wie der Kamin im Weißen Haus: US-Präsident Trump wiederholte seine Provokation von einer Übernahme Kanadas. Doch dessen Premier konterte: Kanada stehe nicht zum Verkauf - ebenso wenig wie das Weiße Haus.Von S. Hesse.mehr,Von S. Hesse.,https://www.tagesschau.de/ausland/amerika/kanadas-premier-carney-widerspricht-trump-100.html
2025-05-07 00:48:00,Eine fast unmögliche Aufgabe?,ausland,Papst gesucht,"Was muss ein neuer Papst mitbringen? Heute beginnt das Konklave und manche sprechen von einer Art übermenschlichen Aufgabe, die vor einem künftigen Kirchenoberhaupt liegt.Von Jan-Christoph Kitzler.mehr",Von Jan-Christoph Kitzler.,https://www.tagesschau.de/ausland/europa/konklave-vatikan-papst-100.html
2025-05-08 14:24:00,Trump verkündet Handelsdeal mit Großbritannien,ausland,Streit um US-Sonderzölle,Nach der Verhängung weltweiter Sonderzölle hat US-Präsident Trump einen ersten Handelspakt mit Großbritannien erzielt. Die Vereinbarung könnte auch Einfluss auf die Europäische Union haben.mehr,Kein Autor,https://www.tagesschau.de/ausland/amerika/handelsstreit-trump-deal-mit-grossbritannien-100.html
2025-05-08 13:58:00,Verfassungsschutzsetzt AfD-Einstufung vorerst aus,inland,"""Gesichert rechtsextremistisch""","Im Rechtsstreit um die Einstufung der AfD als rechtsextremistisch hat der Verfassungsschutz eine ""Stillhaltezusage"" abgegeben. Bis zu einem Gerichtsurteil wird der Nachrichtendienst die Aussage nicht öffentlich wiederholen.mehr",Kein Autor,https://www.tagesschau.de/inland/innenpolitik/afd-verfassungsschutz-rechtsextrem-100.html
2025-05-08 13:51:00,++ Kardinäle pausieren bis zum Nachmittag ++,newsticker,Konklave in Rom,Die 133 Kardinäle im Konklave setzen am späteren Nachmittag die Papstwahl fort. Für heute sind noch maximal zwei weitere Durchgänge geplant.mehr,Kein Autor,https://www.tagesschau.de/newsticker/liveblog-konklave-100.html
2025-05-08 13:44:00,EU-Parlament stimmt für leichteren Wolfs-Abschuss,ausland,Schutzstatus abgesenkt,Immer wieder reißen Wölfe Nutztiere wie Schafe oder Ziegen. Viele Länder in Europa wollen das Raubtier deshalb vermehrt abschießen - und das EU-Parlament hat nun den Weg dafür frei gemacht. Doch der Schritt ist umstritten.mehr,Kein Autor,https://www.tagesschau.de/ausland/europa/eu-parlament-wolf-abschuss-100.html
2025-05-08 13:23:00,Wieder schwarzer Rauch - kein neuer Papst,ausland,Konklave im Vatikan,"Nach drei Wahlgängen im Konklave gibt es noch keinen weißen Rauch. Die Kardinäle in der Sixtinischen Kapelle haben sich noch nicht auf einen neuen Papst geeinigt. Drinnen geht das Wählen also weiter, draußen das Warten.mehr",Kein Autor,https://www.tagesschau.de/ausland/europa/vatikan-konklave-papst-wahl-100.html
2025-05-08 13:16:00,"Wolken, Temperaturen, Wind und Aussichten",wetter,Wettervorhersage Deutschland,"Am Freitag gibt es verbreitet viel Sonnenschein, daneben meist nur lockere Wolken. Im Osten ist es wolkiger, aber es bleibt meist trocken. Im äußersten Süden gibt es mehr grau als blau und vor allem zwischen Bodensee und den Alpen wird es immer mal wieder nass. Dort werden nur 10, am Niederrhein bis 21 Grad erreicht.mehr",Kein Autor,https://www.tagesschau.de/wetter/deutschland/wettervorhersage-deutschland-100.html
2025-05-08 12:33:00,++ Merz will mit Trump über Freihandel sprechen ++,newsticker,Neue Bundesregierung,Bundeskanzler Merz will heute mit US-Präsident Trump telefonieren. Dabei soll es unter anderem um die US-Zollpolitik und Freihandel gehen. Laut CDU-Generalsekretär Linnemann plant Merz eine Regierungserklärung am kommenden Mittwoch.mehr,Kein Autor,https://www.tagesschau.de/newsticker/liveblog-bundesregierung-donnerstag-100.html
2025-05-08 12:30:00,"""Wir haben geweint vor Freude""",inland,Vermisstensuche nach Kriegsende,"Der Suchdienst des Deutschen Roten Kreuzes hilft Angehörigen auch 80 Jahre nach Kriegsende bei der Schicksalsklärung vermisster Menschen. Wie fühlt es sich an, wenn es nach Jahrzehnten endlich Gewissheit gibt?Von Fabian Siegel.mehr",Von Fabian Siegel.,https://www.tagesschau.de/inland/gesellschaft/suchdienst-vermisste-zweiter-weltkrieg-100.html
2025-05-08 12:27:00,EU gibtAutoherstellernmehr Zeit,wirtschaft,Schärfere CO2-Grenzwerte,"Für Neuwagen sollen in der Europäischen Union künftig schärfere CO2-Grenzwerte gelten. Die EU-Kommission gibt Autobauern nun allerdings mehr Zeit, um diese einzuhalten. Das soll der bedrängten Branche helfen.VonJakob Mayr.mehr",Von,https://www.tagesschau.de/wirtschaft/unternehmen/eu-abstimmung-grenzen-abgaswerte-100.html
2025-05-08 12:25:00,X beschränkt Zugang zu İmamoğlus Nutzerkonto,ausland,Türkei,Der inhaftierte Politiker İmamoğlu ist der wichtigste politische Gegner des türkischen Präsidenten Erdoğan. Nun wurde der Zugang zu İmamoğlus Konto auf X gesperrt. Doch die Proteste für seine Freilassung gehen weiter.mehr,Kein Autor,https://www.tagesschau.de/ausland/asien/x-tuerkei-imamoglu-100.html
2025-05-08 12:16:00,Positive Signale im Handelsstreit treiben DAX,wirtschaft,DAX nah am Rekord,Nur noch wenige Punkte trennen den DAX von seinem Rekord. Die Hoffnung auf Entspannung im Handelsstreit macht die Investoren mutig. Auch ein mögliches Handelsabkommen zwischen USA und Großbritannien nährt Zuversicht.mehr,Kein Autor,https://www.tagesschau.de/wirtschaft/finanzen/marktberichte/marktbericht-dax-fed-zinsen-100.html
2025-05-08 11:49:00,Helfer müssen Feldküchen in Gaza schließen,ausland,Keine Vorräte mehr,Israel lässt seit mehr als zwei Monaten keine Hilfslieferungen mehr in den Gazastreifen. Nun kann auch die US-Hilfsorganisation World Central Kitchen die Menschen offenbar nicht mehr mit Essen versorgen.mehr,Kein Autor,https://www.tagesschau.de/ausland/asien/israel-gaza-suppenkuechen-geschlossen-100.html
2025-05-08 11:41:00,Putin empfängt Chinas Präsidenten Xi im Kreml,ausland,"Vor Feier zum ""Tag des Sieges""","Russland feiert morgen den 80. Jahrestag des Sieges über Nazi-Deutschland - und dazu hat Kremlchef Putin nun den wohl wichtigsten Ehrengast empfangen: Chinas Präsidenten Xi, mit dem Putin auch verschiedene Abkommen unterzeichnen will.mehr",Kein Autor,https://www.tagesschau.de/ausland/europa/moskau-putin-xi-100.html
2025-05-08 11:29:00,Muss Google die neue KI-Suche von Apple fürchten?,wirtschaft,Alphabet-Aktie stürzt ab,Apple schürt offenbar Pläne für eigene KI-getriebene Suchfunktionen bei seinem Webbrowser Safari. Das setzt den bislang unangefochtenen Suchmaschinen-Platzhirsch Google mächtig unter Druck.mehr,Kein Autor,https://www.tagesschau.de/wirtschaft/unternehmen/google-apple-ki-suche-100.html
2025-05-08 11:05:00,Sophia und Noah bleiben die beliebtesten Vornamen,inland,Statistik für 2024,Sophia oder Sofia und Noah waren im vergangenen Jahr erneut die beliebtesten Babynamen in Deutschland. Das Rennen um Platz eins der Mädchen war deutlicher als im Vorjahr - bei den Jungen hält Noah schon seit 2019 die Spitzenposition.mehr,Kein Autor,https://www.tagesschau.de/inland/gesellschaft-beliebteste-namen-2024-100.html
2025-05-08 10:59:00,Von Berlin nach Mainz und wieder zurück,inland,Neue Justizministerin Hubig,Mit Stefanie Hubig wird eine ehemalige Richterin Bundesjustizministerin. Zuvor war sie neun Jahre lang Bildungsministerin in Rheinland-Pfalz. Kurz nach ihrem Amtsantritt hat sie bereits eine schwierige Aufgabe vor sich.Von Oliver Bemelmann.mehr,Von Oliver Bemelmann.,https://www.tagesschau.de/inland/innenpolitik/justizministerin-hubig-100.html
2025-05-08 10:29:00,Von weißem Rauch und wann es so weit sein könnte,ausland,Konklave im Vatikan,"133 Männer in Kardinals-Rot stimmen darüber ab, wer der nächste Pontifex wird. Wie schnell es gehen kann und auf was es ankommt:tagesschau.debeantwortet wichtige Fragen rund um die Papstwahl.mehr",tagesschau.de,https://www.tagesschau.de/ausland/europa/konklave-papst-faq-100.html
2025-05-08 10:23:00,Wetterlage und Temperaturen,wetter,Wettervorhersage Europa,Eine Hochdruckzone mit Zentrum bei Großbritannien sorgt am Freitag in weiten Landesteilen für einen freundlichen Wechsel aus Sonne und Wolken. Nach einer sehr frischen Nacht mit lokalem Frost wird es tagsüber etwas milder als am Donnerstag. Dem äußersten Süden bringt ein sich allmählich auflösendes Tief bei Oberitalien noch reichlich Wolken und der Nordosten wird von einem Tiefausläufer gestreift.mehr,Kein Autor,https://www.tagesschau.de/wetter/europa-welt
2025-05-08 10:02:00,Fed bietet Trump erneut die Stirn,wirtschaft,US-Leitzins unverändert,Die US-Notenbank Fed hat den Forderungen von Präsident Trump nach Zinssenkungen erneut getrotzt. Damit demonstriert sie auch ihre Unabhängigkeit - nur zu welchem Preis?Von Angela Göpfert.mehr,Von Angela Göpfert.,https://www.tagesschau.de/wirtschaft/weltwirtschaft/fed-trump-powell-zinsen-notenbank-usa-stagflation-100.html
2025-05-08 09:58:00,Pakistans Premier kündigt Reaktion auf Angriffe an,ausland,Konflikt mit Indien,In der Region Kaschmir wächst die Sorge vor einem neuen Krieg: Nach indischen Raketenangriffen mit vielen Toten will Pakistans Premier entschieden reagieren. Berichten zufolge gibt es neue Schusswechsel und Drohnenabschüsse.mehr,Kein Autor,https://www.tagesschau.de/ausland/asien/pakistan-indien-konflikt-100.html
2025-05-08 09:32:00,Immobilien werden wieder teurer,wirtschaft,Institut für Weltwirtschaft,"Die Zeiten sinkender Immobilienpreise sind vorerst vorbei: Wer eine Wohnung oder ein Haus kaufen will, muss wieder tiefer in die Tasche greifen. Besonders in Großstädten ziehen die Preise deutlich an.mehr",Kein Autor,https://www.tagesschau.de/wirtschaft/immobilienpreise-ballungsraeume-100.html
2025-05-08 08:59:00,Vereinzelte Luftangriffe trotz Feuerpause,ausland,Krieg gegen die Ukraine,Bis Samstag wollte Russland die Waffen ruhen lassen. Doch kurz nach Beginn der einseitig verkündeten Feuerpause griff das Militär ukrainischen Angaben nach die Region Sumy an. In Großstädten blieb es dagegen offenbar ruhig.mehr,Kein Autor,https://www.tagesschau.de/ausland/europa/feuerpause-russland-ukraine-100.html
2025-05-08 08:53:00,Erneut Proteste an Columbia-Uni gegen Gaza-Krieg,ausland,New Yorker Elite-Hochschule,Die Columbia University wird von US-Präsident Trump schwer unter Druck gesetzt. Nun protestierten erneut propalästinensische Demonstranten an der Elite-Uni. Es kam zu Rangeleien und Dutzenden Festnahmen.mehr,Kein Autor,https://www.tagesschau.de/ausland/amerika/usa-proteste-gaza-columbia-universitaet-100.html
2025-05-08 08:33:00,Lehren von unerwarteter Aktualität,ausland,Frankreich und der Zweite Weltkrieg,"Die Freude über das Ende des Zweiten Weltkriegs ging in Frankreich mit der Sorge einher, dass sich ein Teil der Siegermächte langfristig miteinander verbünden könnte - zu Lasten Europas. Heute erinnert sich mancher an dieses Szenario.Von Cai Rienäcker.mehr",Von Cai Rienäcker.,https://www.tagesschau.de/ausland/europa/frankreich-ende-zweiter-weltkrieg-de-gaulle-100.html
2025-05-08 08:32:00,Pomp undNachdenklichkeit,ausland,Briten feiern 80 Jahre Kriegsende,"Großbritannien feiert den Sieg über Nazi-Deutschland vier Tage lang, mit Paraden, Straßenpartys, Lichtshows und Konzerten. Doch vielen Briten richten mit der Erinnerung den Blick auf die Krisen der Gegenwart.Von Franziska Hoppen.mehr",Von Franziska Hoppen.,https://www.tagesschau.de/ausland/europa/grossbritannien-erinnerung-zweiter-weltkrieg-100.html
2025-05-08 07:15:00,Letztes Kapitel für die Nazijäger?,inland,Aufklärung von NS-Verbrechen,Auch 80 Jahre nach Kriegsende sucht die Zentrale Stelle zur Aufklärung nationalsozialistischer Verbrechen in Ludwigsburg nach Beteiligten am Massenmord der Nazis. Es ist ein Wettlauf gegen die Zeit.Von Markus Frank und Fabian Siegel.mehr,Von Markus Frank und Fabian Siegel.,https://www.tagesschau.de/inland/nazijaeger-ludwigsburg-100.html
2025-05-08 06:53:00,"Grenzkontrollen,Weltkriegsende, Verpackung nach Maß",multimedia,15 Minuten,Die neue Bundesregierung verschärft Grenzkontrollen. 80 Jahre nach Ende des Zweiten Weltkriegs - was wissen wir über unsere Vorfahren? Und: Pakete nach Maß bei Amazon. Das sind die Themen bei15 Minuten.mehr,15 Minuten,https://www.tagesschau.de/multimedia/podcast/15-minuten/audio-grenzkontrollen--80-jahre-nach-kriegsende-100.html
2025-05-08 06:42:00,Wer war Soldat 173?,multimedia,11KM,Noch immer werden in Deutschland jedes Jahr die Überreste hunderter Soldaten aus dem Zweiten Weltkrieg gefunden - einer von ihnen ist Soldat 173. 11KM begibt sich auf Spurensuche nach der Identität des Mannes.mehr,Kein Autor,https://www.tagesschau.de/multimedia/podcast/11km/podcast-11km-2600.html
2025-05-08 06:29:00,"Gedenken, überschattet von einem neuen Krieg",inland,80 Jahre nach Zweitem Weltkrieg,Vor 80 Jahren endete der Zweite Weltkrieg in Europa. Der Bundestag gedenkt des Endes der NS-Herrschaft. Russische und belarusische Vertreter sind nicht eingeladen - dies sorgt für Diskussionen.Von Ruth Kirchner.mehr,Von Ruth Kirchner.,https://www.tagesschau.de/inland/innenpolitik/weltkriegs-gedenken-bundestag-100.html
2025-05-08 05:25:00,"Bauen, zurückbauen - neu kombinieren",wissen,Zirkuläres Bauen,"Die neue Bundesregierung will schnell, günstig und nachhaltig bauen. Geht das alles zugleich? Eine Lösung könnte das zirkuläre Bauen nach dem Baukastenprinzip sein. Doch noch stehen oft Vorschriften und Normen im Weg.Von Kerstin Peetz.mehr",Von Kerstin Peetz.,https://www.tagesschau.de/wissen/klima/zirkulaeres-bauen-100.html
2025-05-08 05:22:00,Welchen Spielraum Dobrindts Weisung lässt,inland,Zurückweisung von Schutzsuchenden,"Ein ""faktisches Einreiseverbot"" - auch für Schutzsuchende. Damit machte Merz Wahlkampf. Nun gilt die rechtlich umstrittene Weisung. Sie lässt jedoch Spielraum, etwa bei Einreisen von Kindern. Experten sehen darin Kalkül.Von C. Kornmeier.mehr",Von C. Kornmeier.,https://www.tagesschau.de/inland/innenpolitik/dobrindt-einreiseverbot-100.html
2025-05-08 01:37:00,"""Die AfD, das ist Ihr Problem, Herr Bundeskanzler""",ausland,Antrittsbesuch in Polen,Klartext zum Antrittsbesuch: Premier Tusk zeigt sich nach Merz' Warschau-Reise zuversichtlich. Zugleich stellt er klar: Mit der Migrationspolitik des neuen Kanzlers ist er nicht einverstanden.Von Martin Adam.mehr,Von Martin Adam.,https://www.tagesschau.de/ausland/europa/merz-tusk-polen-100.html
